# range, measurement
262.226,21.072
262.276,21.250
262.326,21.072
262.376,21.145
262.426,21.240
262.476,21.188
262.526,21.094
262.576,21.230
262.626,21.091
262.676,21.176
262.726,21.276
262.776,20.929
262.826,21.021
262.876,21.026
262.926,21.220
262.976,21.094
263.026,21.004
263.076,21.311
263.126,21.058
263.176,21.202
263.226,21.068
263.276,21.396
263.326,21.345
263.376,21.138
263.426,21.339
263.476,21.392
263.526,21.307
263.576,21.282
263.626,21.159
263.676,21.299
263.726,21.249
263.776,21.295
263.826,21.674
263.876,21.248
263.926,21.273
263.976,21.504
264.026,21.466
264.076,21.348
264.126,21.646
264.176,21.423
264.226,21.127
264.276,21.289
264.326,21.760
264.376,21.417
264.426,21.744
264.476,21.448
264.526,21.061
264.576,21.655
264.626,21.700
264.676,21.412
264.726,21.289
264.776,21.561
264.826,21.858
264.876,21.123
264.926,21.353
264.976,21.460
265.027,21.244
265.077,21.441
265.127,21.627
265.177,21.759
265.227,21.379
265.277,21.616
265.327,21.799
265.377,21.679
265.427,21.680
265.477,21.694
265.527,21.847
265.577,21.786
265.627,21.848
265.677,21.281
265.727,21.466
265.777,21.337
265.827,21.694
265.877,21.639
265.927,21.745
265.977,21.477
266.027,21.668
266.077,21.407
266.127,21.729
266.177,21.317
266.227,21.190
266.277,21.840
266.327,21.753
266.377,21.755
266.427,21.673
266.477,21.761
266.527,21.329
266.577,21.888
266.627,21.685
266.677,21.622
266.727,21.939
266.777,21.517
266.827,21.730
266.877,21.422
266.927,21.734
266.977,21.678
267.027,21.920
267.077,21.231
267.127,21.751
267.177,21.719
267.227,21.595
267.277,22.055
267.327,21.628
267.377,21.729
267.427,21.725
267.477,21.486
267.527,21.671
267.577,21.563
267.627,21.382
267.677,21.671
267.727,21.838
267.777,21.676
267.827,21.788
267.877,22.045
267.927,21.680
267.977,21.732
268.027,21.861
268.077,22.002
268.127,22.283
268.177,22.096
268.227,21.878
268.277,21.906
268.327,22.178
268.377,21.886
268.427,21.512
268.477,21.554
268.527,21.591
268.577,22.216
268.627,21.786
268.677,21.561
268.727,22.408
268.777,21.686
268.827,21.486
268.877,21.665
268.927,21.736
268.977,21.539
269.027,21.805
269.077,21.672
269.127,22.427
269.177,21.625
269.227,22.227
269.277,21.460
269.327,22.140
269.377,21.933
269.427,21.981
269.477,21.967
269.527,22.284
269.577,22.183
269.627,22.218
269.677,21.844
269.727,21.485
269.777,21.884
269.827,22.059
269.877,22.139
269.927,22.242
269.977,21.850
270.027,21.982
270.077,21.952
270.127,22.243
270.177,21.735
270.227,22.251
270.277,22.111
270.327,22.150
270.377,22.051
270.427,21.887
270.477,22.248
270.527,22.260
270.577,22.035
270.627,22.208
270.677,22.196
270.727,22.273
270.777,22.058
270.827,22.040
270.877,21.797
270.927,22.005
270.977,21.755
271.027,22.338
271.077,21.759
271.127,22.194
271.177,22.310
271.227,22.370
271.277,21.908
271.327,22.186
271.377,22.107
271.427,22.126
271.477,21.853
271.527,22.259
271.577,22.312
271.627,22.293
271.677,22.266
271.727,21.991
271.777,22.094
271.827,22.254
271.877,22.258
271.927,22.375
271.977,22.373
272.027,22.328
272.077,22.555
272.127,22.422
272.177,22.020
272.227,22.273
272.277,22.491
272.327,22.496
272.377,22.255
272.427,22.492
272.477,22.467
272.527,22.185
272.577,22.358
272.627,22.212
272.677,22.514
272.727,22.298
272.777,22.435
272.827,22.326
272.877,22.345
272.927,22.343
272.977,22.412
273.027,22.221
273.077,22.191
273.127,22.133
273.177,21.998
273.227,22.407
273.277,22.341
273.327,22.859
273.377,22.336
273.427,22.655
273.477,22.085
273.527,22.237
273.577,22.408
273.627,22.667
273.677,22.226
273.727,22.594
273.777,22.494
273.827,22.321
273.877,22.769
273.927,22.552
273.977,22.274
274.027,22.564
274.077,22.049
274.127,22.200
274.177,22.480
274.227,22.803
274.277,22.022
274.327,22.796
274.377,22.613
274.427,22.504
274.477,22.331
274.527,23.036
274.577,22.686
274.627,22.368
274.677,22.509
274.727,22.608
274.777,22.625
274.827,22.217
274.877,22.404
274.927,22.303
274.977,22.402
275.028,22.314
275.078,22.553
275.128,21.894
275.178,22.772
275.228,22.340
275.278,22.312
275.328,22.394
275.378,22.617
275.428,22.783
275.478,22.524
275.528,22.328
275.578,22.475
275.628,22.408
275.678,23.031
275.728,22.676
275.778,22.420
275.828,22.521
275.878,22.428
275.928,22.669
275.978,22.559
276.028,22.882
276.078,22.447
276.128,22.757
276.178,22.584
276.228,22.772
276.278,22.469
276.328,22.554
276.378,22.586
276.428,22.493
276.478,23.038
276.528,22.722
276.578,22.701
276.628,22.484
276.678,22.759
276.728,22.555
276.778,22.756
276.828,22.734
276.878,22.870
276.928,22.619
276.978,22.350
277.028,22.476
277.078,22.805
277.128,23.098
277.178,23.033
277.228,22.621
277.278,22.897
277.328,22.710
277.378,22.817
277.428,22.826
277.478,23.106
277.528,22.585
277.578,23.069
277.628,22.384
277.678,22.475
277.728,22.639
277.778,22.710
277.828,22.730
277.878,22.496
277.928,22.252
277.978,22.404
278.028,23.038
278.078,22.614
278.128,23.110
278.178,22.848
278.228,22.596
278.278,23.171
278.328,22.558
278.378,22.948
278.428,23.004
278.478,22.914
278.528,22.948
278.578,22.516
278.628,22.892
278.678,22.965
278.728,23.131
278.778,23.018
278.828,22.775
278.878,22.722
278.928,22.644
278.978,22.831
279.028,23.241
279.078,23.486
279.128,23.097
279.178,22.947
279.228,22.819
279.278,22.683
279.328,23.202
279.378,23.000
279.428,22.995
279.478,22.874
279.528,23.350
279.578,23.055
279.628,23.054
279.678,22.997
279.728,22.842
279.778,22.632
279.828,23.078
279.878,23.054
279.928,22.733
279.978,22.978
280.028,22.615
280.078,23.685
280.128,22.585
280.178,22.947
280.228,22.949
280.278,23.155
280.328,22.722
280.378,22.839
280.428,22.906
280.478,23.187
280.528,22.965
280.578,23.231
280.628,22.963
280.678,23.036
280.728,23.034
280.778,23.053
280.828,23.363
280.878,23.405
280.928,23.138
280.978,23.091
281.028,23.120
281.078,23.037
281.128,23.229
281.178,23.181
281.228,23.129
281.278,23.563
281.328,23.295
281.378,23.168
281.428,23.222
281.478,23.365
281.528,23.121
281.578,23.198
281.628,23.388
281.678,23.331
281.728,23.220
281.778,23.231
281.828,23.003
281.878,23.313
281.928,23.230
281.978,22.762
282.028,23.222
282.078,23.211
282.128,23.064
282.178,23.413
282.228,23.022
282.278,23.196
282.328,22.992
282.378,22.973
282.428,22.939
282.478,23.589
282.528,23.066
282.578,23.317
282.628,23.534
282.678,22.918
282.728,23.359
282.778,23.224
282.828,23.085
282.878,23.379
282.928,23.440
282.978,23.372
283.028,23.084
283.078,23.277
283.128,23.223
283.178,23.363
283.228,23.250
283.278,23.131
283.328,23.304
283.378,22.945
283.428,23.403
283.478,23.252
283.528,23.233
283.578,23.165
283.628,23.094
283.678,23.350
283.728,23.217
283.778,23.683
283.828,23.643
283.878,23.434
283.928,23.348
283.978,23.598
284.028,23.070
284.078,23.437
284.128,23.207
284.178,23.279
284.228,23.654
284.278,23.559
284.328,23.295
284.378,23.131
284.428,23.262
284.478,23.775
284.528,23.356
284.578,23.597
284.628,23.532
284.678,23.606
284.728,23.356
284.778,23.675
284.828,23.462
284.878,23.608
284.928,23.303
284.978,23.619
285.029,23.293
285.079,23.581
285.129,23.610
285.179,23.765
285.229,23.737
285.279,23.494
285.329,23.210
285.379,23.402
285.429,23.491
285.479,23.526
285.529,23.555
285.579,23.395
285.629,23.525
285.679,23.280
285.729,23.535
285.779,23.500
285.829,23.444
285.879,23.618
285.929,23.377
285.979,23.724
286.029,23.590
286.079,23.814
286.129,23.608
286.179,23.335
286.229,24.034
286.279,23.454
286.329,23.584
286.379,23.819
286.429,23.764
286.479,23.168
286.529,23.647
286.579,24.032
286.629,23.568
286.679,23.789
286.729,23.693
286.779,23.776
286.829,23.231
286.879,23.504
286.929,23.489
286.979,23.614
287.029,23.487
287.079,23.682
287.129,23.776
287.179,23.799
287.229,24.151
287.279,24.011
287.329,23.774
287.379,23.864
287.429,23.689
287.479,23.301
287.529,23.607
287.579,23.660
287.629,23.662
287.679,23.704
287.729,23.678
287.779,23.907
287.829,23.653
287.879,23.635
287.929,23.616
287.979,23.555
288.029,23.885
288.079,23.826
288.129,23.818
288.179,23.998
288.229,24.184
288.279,23.264
288.329,24.122
288.379,23.612
288.429,24.032
288.479,23.727
288.529,23.813
288.579,23.993
288.629,23.938
288.679,23.733
288.729,24.002
288.779,24.124
288.829,23.695
288.879,23.556
288.929,23.670
288.979,23.798
289.029,23.929
289.079,23.844
289.129,23.895
289.179,23.750
289.229,23.963
289.279,23.896
289.329,23.965
289.379,24.091
289.429,23.898
289.479,24.326
289.529,23.831
289.579,23.845
289.629,24.045
289.679,24.248
289.729,23.752
289.779,24.003
289.829,24.065
289.879,23.726
289.929,23.995
289.979,24.276
290.029,24.318
290.079,23.822
290.129,23.942
290.179,24.203
290.229,24.128
290.279,24.064
290.329,23.869
290.379,23.878
290.429,23.527
290.479,24.124
290.529,23.908
290.579,23.834
290.629,24.127
290.679,24.153
290.729,23.781
290.779,24.671
290.829,24.130
290.879,24.455
290.929,23.812
290.979,24.130
291.029,23.948
291.079,23.823
291.129,24.310
291.179,23.514
291.229,24.290
291.279,24.109
291.329,24.327
291.379,24.057
291.429,24.119
291.479,24.386
291.529,24.125
291.579,24.274
291.629,24.059
291.679,24.113
291.729,24.017
291.779,24.094
291.829,24.044
291.879,24.062
291.929,24.120
291.979,24.232
292.029,24.288
292.079,24.438
292.129,24.043
292.179,24.333
292.229,24.162
292.279,24.131
292.329,24.363
292.379,24.468
292.429,24.358
292.479,24.199
292.529,24.701
292.579,24.060
292.629,24.465
292.679,24.286
292.729,24.332
292.779,24.411
292.829,24.272
292.879,24.608
292.929,24.140
292.979,24.375
293.029,24.115
293.079,24.603
293.129,24.292
293.179,24.211
293.229,24.077
293.279,24.119
293.329,24.288
293.379,24.242
293.429,24.268
293.479,24.167
293.529,24.617
293.579,24.306
293.629,24.317
293.679,24.245
293.729,24.585
293.779,23.939
293.829,24.366
293.879,24.536
293.929,24.508
293.979,24.391
294.029,24.351
294.079,24.164
294.129,24.222
294.179,24.413
294.229,24.832
294.279,24.556
294.329,24.698
294.379,24.826
294.429,24.496
294.479,24.569
294.529,24.678
294.579,24.176
294.629,24.857
294.679,24.511
294.729,24.108
294.779,24.619
294.829,24.415
294.879,24.392
294.929,24.786
294.979,24.275
295.030,24.305
295.080,23.972
295.130,24.890
295.180,24.687
295.230,24.114
295.280,24.296
295.330,24.787
295.380,24.365
295.430,24.609
295.480,24.686
295.530,24.474
295.580,24.854
295.630,24.599
295.680,24.218
295.730,24.606
295.780,24.716
295.830,24.447
295.880,24.491
295.930,24.778
295.980,24.549
296.030,24.627
296.080,24.654
296.130,24.775
296.180,24.674
296.230,24.323
296.280,24.809
296.330,24.568
296.380,24.365
296.430,24.797
296.480,24.858
296.530,24.363
296.580,24.447
296.630,24.468
296.680,24.676
296.730,24.745
296.780,24.609
296.830,24.470
296.880,24.465
296.930,24.871
296.980,24.583
297.030,24.431
297.080,24.603
297.130,24.733
297.180,24.582
297.230,24.673
297.280,24.874
297.330,24.572
297.380,24.763
297.430,24.849
297.480,24.900
297.530,24.796
297.580,25.284
297.630,25.031
297.680,24.599
297.730,24.748
297.780,24.852
297.830,25.438
297.880,24.740
297.930,24.685
297.980,24.939
298.030,24.714
298.080,24.995
298.130,24.906
298.180,25.076
298.230,24.794
298.280,25.098
298.330,24.900
298.380,25.232
298.430,24.610
298.480,24.769
298.530,24.764
298.580,24.655
298.630,24.904
298.680,25.068
298.730,24.986
298.780,25.256
298.830,25.079
298.880,24.834
298.930,25.071
298.980,24.772
299.030,24.663
299.080,25.153
299.130,24.787
299.180,24.818
299.230,24.923
299.280,25.051
299.330,25.144
299.380,25.211
299.430,24.735
299.480,24.938
299.530,24.882
299.580,25.284
299.630,24.968
299.680,24.843
299.730,24.936
299.780,24.665
299.830,24.967
299.880,24.985
299.930,25.416
299.980,24.800
300.030,24.827
300.080,25.286
300.130,24.650
300.180,25.048
300.230,25.073
300.280,25.450
300.330,25.190
300.380,25.312
300.430,24.699
300.480,24.761
300.530,24.933
300.580,25.187
300.630,24.950
300.680,25.015
300.730,24.656
300.780,24.636
300.830,25.050
300.880,25.138
300.930,24.990
300.980,25.251
301.030,25.180
301.080,24.615
301.130,25.227
301.180,25.276
301.230,25.100
301.280,25.051
301.330,24.839
301.380,25.233
301.430,25.139
301.480,25.015
301.530,25.260
301.580,25.353
301.630,24.952
301.680,25.070
301.730,25.202
301.780,25.474
301.830,25.604
301.880,25.504
301.930,24.964
301.980,25.135
302.030,25.174
302.080,25.039
302.130,25.351
302.180,25.020
302.230,24.798
302.280,25.423
302.330,25.371
302.380,25.090
302.430,25.265
302.480,25.053
302.530,25.083
302.580,25.272
302.630,25.425
302.680,25.653
302.730,24.993
302.780,25.098
302.830,25.239
302.880,24.762
302.930,25.172
302.980,25.157
303.030,25.252
303.080,25.179
303.130,25.976
303.180,25.365
303.230,25.275
303.280,25.858
303.330,25.447
303.380,25.277
303.430,25.288
303.480,25.146
303.530,25.173
303.580,25.422
303.630,25.480
303.680,25.965
303.730,25.373
303.780,25.366
303.830,25.786
303.880,25.197
303.930,25.660
303.980,25.540
304.030,25.281
304.080,25.403
304.130,25.097
304.180,25.435
304.230,25.739
304.280,25.118
304.330,25.179
304.380,25.369
304.430,25.293
304.480,25.198
304.530,25.625
304.580,25.784
304.630,25.578
304.680,25.479
304.730,25.481
304.780,25.032
304.830,25.404
304.880,25.586
304.930,25.520
304.980,25.392
305.031,25.548
305.081,25.258
305.131,25.289
305.181,25.625
305.231,25.563
305.281,25.158
305.331,25.580
305.381,25.750
305.431,25.552
305.481,25.442
305.531,25.617
305.581,25.851
305.631,25.301
305.681,25.472
305.731,25.408
305.781,25.835
305.831,25.897
305.881,25.562
305.931,25.942
305.981,25.696
306.031,25.811
306.081,25.794
306.131,25.296
306.181,25.311
306.231,25.440
306.281,25.639
306.331,25.628
306.381,25.298
306.431,25.863
306.481,25.748
306.531,25.532
306.581,25.705
306.631,25.996
306.681,25.821
306.731,25.811
306.781,25.299
306.831,25.359
306.881,25.530
306.931,25.524
306.981,25.537
307.031,25.901
307.081,25.713
307.131,25.885
307.181,25.941
307.231,26.001
307.281,25.902
307.331,25.878
307.381,25.893
307.431,25.945
307.481,25.703
307.531,26.039
307.581,25.774
307.631,25.914
307.681,25.727
307.731,25.989
307.781,25.667
307.831,25.709
307.881,25.614
307.931,25.614
307.981,25.791
308.031,26.021
308.081,25.896
308.131,25.929
308.181,25.735
308.231,25.743
308.281,25.596
308.331,25.601
308.381,25.789
308.431,25.961
308.481,25.863
308.531,25.595
308.581,25.935
308.631,25.997
308.681,26.431
308.731,25.894
308.781,25.674
308.831,25.527
308.881,25.792
308.931,25.928
308.981,26.060
309.031,26.042
309.081,25.548
309.131,26.357
309.181,26.093
309.231,25.726
309.281,26.031
309.331,25.745
309.381,26.057
309.431,25.927
309.481,25.517
309.531,26.206
309.581,25.919
309.631,26.053
309.681,25.871
309.731,26.097
309.781,25.802
309.831,26.243
309.881,25.575
309.931,25.746
309.981,25.422
310.031,25.947
310.081,25.949
310.131,25.893
310.181,26.201
310.231,26.091
310.281,26.051
310.331,25.924
310.381,26.172
310.431,26.223
310.481,25.649
310.531,26.098
310.581,25.771
310.631,26.194
310.681,25.844
310.731,26.073
310.781,25.939
310.831,26.095
310.881,26.117
310.931,26.001
310.981,26.203
311.031,26.040
311.081,26.059
311.131,26.165
311.181,25.984
311.231,26.489
311.281,25.615
311.331,25.845
311.381,26.001
311.431,25.968
311.481,26.259
311.531,26.348
311.581,26.275
311.631,26.069
311.681,26.037
311.731,26.251
311.781,26.580
311.831,26.228
311.881,26.307
311.931,25.927
311.981,26.045
312.031,26.521
312.081,26.003
312.131,26.160
312.181,26.046
312.231,26.230
312.281,26.475
312.331,26.132
312.381,26.015
312.431,26.385
312.481,26.129
312.531,26.055
312.581,26.573
312.631,26.416
312.681,26.351
312.731,26.207
312.781,26.414
312.831,26.599
312.881,26.346
312.931,26.453
312.981,26.159
313.031,26.245
313.081,26.417
313.131,26.206
313.181,26.609
313.231,26.263
313.281,26.291
313.331,26.464
313.381,26.560
313.431,26.715
313.481,26.359
313.531,26.144
313.581,26.343
313.631,26.168
313.681,26.440
313.731,26.671
313.781,26.671
313.831,26.449
313.881,26.021
313.931,26.634
313.981,26.582
314.031,26.793
314.081,26.731
314.131,26.374
314.181,26.458
314.231,26.141
314.281,26.308
314.331,26.713
314.381,26.196
314.431,26.583
314.481,26.173
314.531,26.848
314.581,26.623
314.631,26.420
314.681,26.157
314.731,26.685
314.781,26.596
314.831,26.544
314.881,26.723
314.931,26.462
314.981,26.811
315.032,26.373
315.082,26.824
315.132,26.321
315.182,26.162
315.232,26.143
315.282,26.245
315.332,26.514
315.382,26.452
315.432,26.587
315.482,26.478
315.532,26.411
315.582,26.204
315.632,26.731
315.682,26.377
315.732,26.837
315.782,26.365
315.832,26.616
315.882,26.408
315.932,26.643
315.982,26.519
316.032,26.650
316.082,26.759
316.132,26.521
316.182,26.851
316.232,26.764
316.282,26.654
316.332,26.697
316.382,26.615
316.432,26.590
316.482,26.343
316.532,26.327
316.582,26.871
316.632,26.522
316.682,26.234
316.732,26.831
316.782,26.822
316.832,26.913
316.882,26.514
316.932,26.303
316.982,26.788
317.032,26.523
317.082,26.258
317.132,26.799
317.182,26.422
317.232,26.698
317.282,26.717
317.332,27.033
317.382,26.817
317.432,26.658
317.482,26.664
317.532,26.687
317.582,26.822
317.632,26.421
317.682,26.537
317.732,26.564
317.782,26.781
317.832,26.768
317.882,26.946
317.932,27.118
317.982,26.664
318.032,26.643
318.082,26.707
318.132,27.055
318.182,27.063
318.232,26.996
318.282,26.910
318.332,26.651
318.382,27.071
318.432,26.674
318.482,26.767
318.532,26.961
318.582,26.816
318.632,27.245
318.682,26.941
318.732,27.201
318.782,26.681
318.832,26.931
318.882,26.957
318.932,26.987
318.982,27.235
319.032,27.049
319.082,27.077
319.132,27.021
319.182,26.573
319.232,26.925
319.282,26.996
319.332,26.900
319.382,26.720
319.432,27.128
319.482,27.207
319.532,26.721
319.582,27.239
319.632,26.885
319.682,26.923
319.732,27.056
319.782,26.635
319.832,26.771
319.882,27.468
319.932,27.003
319.982,27.003
320.032,26.934
320.082,27.265
320.132,27.065
320.182,26.961
320.232,26.877
320.282,26.687
320.332,27.055
320.382,27.048
320.432,27.194
320.482,27.357
320.532,26.915
320.582,26.972
320.632,26.945
320.682,27.287
320.732,27.569
320.782,26.910
320.832,27.442
320.882,27.316
320.932,26.601
320.982,27.011
321.032,27.132
321.082,27.165
321.132,26.716
321.182,26.989
321.232,27.026
321.282,26.965
321.332,27.032
321.382,27.149
321.432,27.179
321.482,26.946
321.532,27.385
321.582,26.832
321.632,27.034
321.682,27.467
321.732,27.533
321.782,27.413
321.832,26.848
321.882,27.087
321.932,27.250
321.982,27.408
322.032,27.065
322.082,27.379
322.132,27.407
322.182,27.295
322.232,27.423
322.282,27.434
322.332,27.056
322.382,27.165
322.432,27.698
322.482,27.134
322.532,27.267
322.582,26.874
322.632,27.253
322.682,27.082
322.732,27.297
322.782,27.057
322.832,27.293
322.882,27.056
322.932,27.090
322.982,27.436
323.032,27.314
323.082,27.147
323.132,27.130
323.182,27.155
323.232,27.485
323.282,27.444
323.332,27.037
323.382,27.124
323.432,27.410
323.482,27.318
323.532,27.485
323.582,27.306
323.632,27.186
323.682,26.980
323.732,27.636
323.782,27.303
323.832,27.126
323.882,27.456
323.932,27.019
323.982,27.476
324.032,27.537
324.082,27.193
324.132,27.491
324.182,27.639
324.232,27.332
324.282,27.516
324.332,27.110
324.382,27.595
324.432,27.285
324.482,27.414
324.532,27.471
324.582,27.485
324.632,27.262
324.682,27.718
324.732,27.447
324.782,27.988
324.832,27.123
324.882,27.762
324.932,27.169
324.982,27.373
325.033,27.702
325.083,27.427
325.133,27.715
325.183,27.587
325.233,27.869
325.283,27.359
325.333,27.713
325.383,27.326
325.433,27.410
325.483,27.593
325.533,27.319
325.583,27.635
325.633,27.537
325.683,27.471
325.733,27.702
325.783,27.731
325.833,27.780
325.883,27.719
325.933,27.060
325.983,27.399
326.033,27.720
326.083,27.505
326.133,27.527
326.183,27.559
326.233,27.713
326.283,27.691
326.333,27.196
326.383,27.788
326.433,27.581
326.483,27.737
326.533,27.680
326.583,27.733
326.633,27.829
326.683,27.689
326.733,27.564
326.783,27.547
326.833,27.520
326.883,28.088
326.933,27.573
326.983,27.535
327.033,27.842
327.083,27.908
327.133,27.955
327.183,27.342
327.233,27.676
327.283,27.866
327.333,27.903
327.383,27.809
327.433,28.034
327.483,27.720
327.533,27.703
327.583,27.381
327.633,28.179
327.683,28.090
327.733,27.756
327.783,27.678
327.833,27.797
327.883,28.023
327.933,27.493
327.983,27.868
328.033,27.893
328.083,27.692
328.133,27.618
328.183,28.049
328.233,27.690
328.283,27.948
328.333,27.910
328.383,28.164
328.433,27.692
328.483,27.966
328.533,27.781
328.583,28.121
328.633,27.809
328.683,28.000
328.733,28.041
328.783,27.979
328.833,27.775
328.883,27.716
328.933,28.028
328.983,27.669
329.033,27.833
329.083,27.581
329.133,27.842
329.183,27.706
329.233,28.022
329.283,27.779
329.333,27.874
329.383,27.854
329.433,28.178
329.483,27.915
329.533,27.852
329.583,28.302
329.633,27.776
329.683,27.692
329.733,28.056
329.783,27.680
329.833,27.726
329.883,27.986
329.933,28.223
329.983,27.830
330.033,27.969
330.083,28.028
330.133,28.698
330.183,28.109
330.233,28.058
330.283,28.120
330.333,27.897
330.383,28.192
330.433,27.874
330.483,28.111
330.533,28.426
330.583,27.957
330.633,28.156
330.683,28.011
330.733,28.087
330.783,27.858
330.833,28.065
330.883,28.018
330.933,28.324
330.983,28.384
331.033,28.083
331.083,28.383
331.133,28.170
331.183,28.003
331.233,27.984
331.283,27.830
331.333,28.369
331.383,28.237
331.433,28.252
331.483,28.240
331.533,28.072
331.583,28.057
331.633,28.550
331.683,27.988
331.733,28.058
331.783,27.832
331.833,28.078
331.883,27.994
331.933,28.431
331.983,28.160
332.033,28.200
332.083,28.450
332.133,28.066
332.183,28.452
332.233,28.193
332.283,28.229
332.333,28.097
332.383,28.126
332.433,28.435
332.483,28.496
332.533,28.286
332.583,28.327
332.633,27.991
332.683,27.991
332.733,28.236
332.783,27.933
332.833,28.516
332.883,28.458
332.933,28.236
332.983,28.197
333.033,28.611
333.083,28.039
333.133,28.201
333.183,28.483
333.233,28.116
333.283,28.868
333.333,28.205
333.383,28.495
333.433,28.344
333.483,28.260
333.533,28.205
333.583,28.831
333.633,28.094
333.683,28.633
333.733,28.417
333.783,28.256
333.833,28.805
333.883,28.609
333.933,28.068
333.983,28.299
334.033,28.552
334.083,28.460
334.133,28.601
334.183,28.492
334.233,28.074
334.283,28.885
334.333,28.563
334.383,28.296
334.433,28.434
334.483,28.589
334.533,28.672
334.583,28.516
334.633,28.819
334.683,28.597
334.733,28.472
334.783,28.443
334.833,28.339
334.883,28.638
334.933,28.553
334.983,28.199
335.034,28.671
335.084,28.655
335.134,28.263
335.184,28.680
335.234,28.635
335.284,28.459
335.334,28.286
335.384,28.193
335.434,28.527
335.484,28.447
335.534,28.911
335.584,28.669
335.634,28.355
335.684,28.523
335.734,28.686
335.784,28.174
335.834,28.510
335.884,28.236
335.934,28.858
335.984,28.711
336.034,28.604
336.084,28.783
336.134,28.663
336.184,28.765
336.234,28.727
336.284,28.376
336.334,28.462
336.384,28.934
336.434,28.553
336.484,28.761
336.534,28.617
336.584,28.577
336.634,28.911
336.684,28.131
336.734,28.874
336.784,28.695
336.834,28.636
336.884,28.721
336.934,28.720
336.984,29.016
337.034,28.538
337.084,28.844
337.134,28.808
337.184,28.662
337.234,28.517
337.284,28.929
337.334,28.935
337.384,28.473
337.434,28.591
337.484,29.074
337.534,28.931
337.584,28.381
337.634,28.837
337.684,28.995
337.734,28.706
337.784,28.650
337.834,28.398
337.884,28.618
337.934,28.749
337.984,28.802
338.034,28.789
338.084,28.931
338.134,28.922
338.184,29.030
338.234,28.550
338.284,28.994
338.334,29.045
338.384,29.131
338.434,29.051
338.484,28.898
338.534,28.816
338.584,28.702
338.634,28.716
338.684,29.292
338.734,28.874
338.784,28.739
338.834,28.831
338.884,28.678
338.934,28.865
338.984,28.785
339.034,29.052
339.084,29.231
339.134,29.096
339.184,29.164
339.234,29.024
339.284,28.879
339.334,28.743
339.384,29.236
339.434,28.631
339.484,28.795
339.534,28.940
339.584,29.049
339.634,28.545
339.684,29.325
339.734,29.142
339.784,28.837
339.834,28.909
339.884,28.955
339.934,29.118
339.984,28.899
340.034,29.175
340.084,28.964
340.134,29.100
340.184,28.708
340.234,28.963
340.284,28.957
340.334,28.989
340.384,28.644
340.434,29.011
340.484,29.125
340.534,28.989
340.584,29.099
340.634,28.904
340.684,28.983
340.734,29.397
340.784,29.197
340.834,29.016
340.884,29.155
340.934,29.384
340.984,29.063
341.034,28.921
341.084,29.110
341.134,28.914
341.184,29.261
341.234,28.988
341.284,29.251
341.334,29.088
341.384,28.974
341.434,29.224
341.484,29.063
341.534,29.097
341.584,29.176
341.634,28.912
341.684,29.418
341.734,29.085
341.784,29.068
341.834,29.015
341.884,29.292
341.934,28.946
341.984,29.243
342.034,29.092
342.084,29.414
342.134,29.120
342.184,29.398
342.234,29.391
342.284,29.110
342.334,28.988
342.384,29.271
342.434,29.395
342.484,29.367
342.534,29.461
342.584,29.419
342.634,29.433
342.684,29.454
342.734,29.341
342.784,28.908
342.834,29.167
342.884,29.590
342.934,29.202
342.984,29.187
343.034,29.230
343.084,29.588
343.134,29.440
343.184,29.365
343.234,29.511
343.284,29.179
343.334,29.380
343.384,29.214
343.434,28.729
343.484,29.303
343.534,29.372
343.584,29.401
343.634,29.653
343.684,29.317
343.734,29.237
343.784,28.845
343.834,29.649
343.884,29.312
343.934,29.354
343.984,29.474
344.034,29.335
344.084,29.788
344.134,28.998
344.184,29.157
344.234,29.301
344.284,29.336
344.334,29.679
344.384,29.265
344.434,29.466
344.484,29.708
344.534,29.392
344.584,29.228
344.634,29.383
344.684,29.136
344.734,29.109
344.784,29.452
344.834,29.658
344.884,29.316
344.934,29.395
344.984,29.783
345.035,29.734
345.085,29.838
345.135,29.611
345.185,29.682
345.235,29.691
345.285,29.774
345.335,29.396
345.385,29.855
345.435,29.508
345.485,29.346
345.535,29.581
345.585,29.331
345.635,29.631
345.685,29.747
345.735,29.599
345.785,29.248
345.835,29.609
345.885,29.927
345.935,30.121
345.985,29.846
346.035,29.668
346.085,29.509
346.135,29.462
346.185,29.361
346.235,29.689
346.285,29.417
346.335,29.599
346.385,29.900
346.435,29.594
346.485,29.829
346.535,29.722
346.585,29.742
346.635,29.785
346.685,29.509
346.735,29.837
346.785,29.512
346.835,30.125
346.885,29.779
346.935,29.612
346.985,29.768
347.035,29.464
347.085,29.379
347.135,29.496
347.185,29.385
347.235,29.838
347.285,29.948
347.335,29.929
347.385,29.640
347.435,30.123
347.485,29.463
347.535,29.689
347.585,29.923
347.635,30.021
347.685,29.721
347.735,29.740
347.785,29.738
347.835,29.800
347.885,29.324
347.935,30.178
347.985,29.638
348.035,29.961
348.085,29.731
348.135,29.855
348.185,29.573
348.235,30.084
348.285,30.105
348.335,29.611
348.385,30.095
348.435,29.863
348.485,29.890
348.535,30.151
348.585,30.047
348.635,29.939
348.685,29.616
348.735,30.257
348.785,30.334
348.835,30.178
348.885,30.072
348.935,29.747
348.985,30.097
349.035,29.791
349.085,30.226
349.135,29.768
349.185,29.944
349.235,29.809
349.285,29.822
349.335,29.999
349.385,29.945
349.435,29.948
349.485,29.939
349.535,29.683
349.585,29.914
349.635,30.000
